label toxic,testo spagnolo,testo tradotto dallo spagnolo,Spiegazione,Violenza,Comportamento fisico ,Tipo di comportamento  fisico ,Comportamento cyber ,Tipo di comportamento cyber,Comunicazione Aggressiva,Tipo di comunicazione aggressiva,Classi su singola colonna +  classificazione chatgpt,Classi su singola colonna,"note: tra parentesi è posta la classificazione di ChatGPT quando discordante da quella umana.             Invece, nel campo ""spiegazione"" tra parentesi è posta la spiegazione fornita da chatGPT sul perché la frase è tossica."
1,"Para mí, si tiene celos es por que me quiere ","Per me, se è geloso è perché mi ama.","Questa frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio e controllo che comporta una serie di attenzioni e comunicazioni ricorrenti e non volute che creano paura o apprensione riguardo la salvaguardia del proprio partner. In particolare, accettare la gelosia come un segno di affetto può giustificare comportamenti dannosi all'interno della relazione, minando la fiducia reciproca e limitando la libertà individuale.",1(0),1(0),D(0),0,0,0,0,1(0) 1(0) D(0) 0 0 0 0,1 1 D 0 0 0 0,
1,"Siempre le doy la razón, para que se calle ","Gli dò sempre ragione, così smette di parlare.","Questa frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. In particolare, dare sempre ragione all'altro partner senza esprimere le proprie opinioni o sentimenti può portare a una dinamica coercitiva e alla soppressione della voce dell'altro. Inoltre, la motivazione di far tacere l'altro per comodità anziché per rispetto o comprensione è dannosa, minando la fiducia e il rispetto reciproci.",1(0),1(0),C(0),0,0,0,0,1(0) 1(0) C(0) 0 0 0 0,1 1 C 0 0 0 0,
1,"Me ha pegado, pero luego me pide perdón y se arrepiente y llora","Mi picchia, ma poi mi chiede scusa, si pente e piange.","Questa frase è tossica perché è un esempio di violenza fisica. C'è un uso volontario della forza che potenzialmente causa danno e ferite al proprio partner. In particolare, un comportamento aggressivo seguito da scuse e pentimenti crea un modello dannoso di abuso e perdono, in cui la vittima può sentirsi intrappolata in un ciclo emotivo instabile. Il fatto che il partner mostri rimorso e pianga non giustifica né attenua l'abuso subito, e la continua ripetizione di questo modello può avere gravi conseguenze sulla salute mentale e fisica della vittima.",1,1,A,0,0,0(1),0(D),1 1 A 0 0 0(1) 0(D),1 1 A 0 0 0 0,
1,Se burla de mí delante de mis amigos,Si prende gioco di me davanti ai miei amici.,Questa frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. Inoltre è presente una comunicazione aggressiva atta a ridicolizzare/deridere il proprio partner.,1,1,C,0,0,1,B(E),1 1 C 0 0 1 B(E),1 1 C 0 0 1 B,
0,No vigila mis salidas con amigos ,Non controlla le mie uscite con gli amici.,,0,0,0,1,C,0,0,,,
0,No controla mi dinero,Non controlla i miei soldi.,,0,0,0,1,C,0,0,,,
0,No se interesa por saber dónde estoy siempre,Non si preoccupa di sapere sempre dove sono.,,0,0,0,1,C,0,0,,,
0,Me deja mi intimidad,Mi lascia la mia privacy.,,0,1(0),D(0),1,C,0,0,,,
0,No me culpa de sus errores ,Non mi incolpa dei suoi errori.,,0,0,0,0,0,0(1),0(D),,,
0,Nunca nos hemos cogido los móviles,Non ci siamo mai controllati i cellulari.,,0,0,0,1,C,0,0,,,
0,No me infravalora ,Non mi sottovaluta.,,0,0,0,0,0,1,B(D),,,
0,No se obsesiona conmigo ,Non è ossessionato da me.,,0,1(0),D(0),0,0,0,0,,,
0,Los celos no van con ella,La gelosia non è nel suo stile.,,0,1(0),D(0),0,0,0,0,,,
0,"Si alguno de los dos tenemos la razón, lo discutimos","Se nessuno di noi ha ragione, ne discutiamo.",,0,0,0,0,0,0(1),0(D),,,
0,"Cuando me pongo nerviosa, me abraza y me ayuda a calmarme","Quando sono nervosa, mi abbraccia e mi aiuta a calmarmi.",,0,1(0),C(0),0,0,0(1),0(D),,,
0,"No se ríe de mí, se ríe conmigo","Non ride di me, ride con me.",,0,0,0,0,0,1,B(D),,,
1,La novia de un amigo le ha llamado mas de 5 veces solo porque queria que le pasara una foto de con quien y donde estaba,La fidanzata di un amico lo ha chiamato più di 5 volte solo perché voleva che le mandasse una foto di dove si trovava e con chi.,"Questa frase è tossica perché è un esempio di violenza cyber di tipo cyber stalking, monitoraggio e controllo. Viene usata la tecnologia per avere informazioni sul proprio partner alimentando dinamiche che creano o aumentano controllo all’interno della relazione. In particolare, evidenzia un'eccessiva possessività e mancanza di fiducia nella relazione. Il comportamento della fidanzata riflette un controllo eccessivo sul partner, manifestato attraverso richieste invadenti e controllanti.",1,0,0,1,C,0(1),0(D),1 0 0 1 C 0(1) 0(D),1 0 0 1 C 0 0,
1,Una pareja de amigos han empezado a insultarse solo porque el novio de ella a mirado a otra muchacha,Una coppia di amici ha iniziato a insultarsi solo perché il ragazzo di lei ha guardato un'altra ragazza.,"Questa frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo.  Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, si evidenzia una reazione eccessiva e non proporzionata a un gesto apparentemente innocuo, come guardare un'altra persona. L'insulto reciproco indica una mancanza di fiducia e sicurezza nella relazione, alimentando gelosia e possessività.",1,1(0),C(0),0,0,1,E(D),1 1(0) C(0) 0 0 1 E(D),1 1 C 0 0 1 E,
1,Mi amiga me ha ablado mal de su novio insultandolo solo por el querer salir con sus amigos,La mia amica mi ha parlato male del suo ragazzo insultandolo solo perché voleva uscire con i suoi amici.,"Questa frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, evidenzia un comportamento manipolativo e disprezzante all'interno della relazione. Criticare e insultare il partner per motivi così superficiali come il desiderio di trascorrere del tempo con gli amici mostra un mancato rispetto per la sua autonomia e le sue scelte personali.",1,1(0),C(0),0,0,1,E,1 1(0) C(0) 0 0 1 E,1 1 C 0 0 1 E,
1,No le gusta que hable con otras amigas,Non le piace che parlo con altre amiche.,"Questa frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio e controllo che comporta una serie di attenzioni e comunicazioni ricorrenti e non volute che creano paura o apprensione riguardo la salvaguardia del proprio partner. In particolare, c'è un comportamento possessivo e controllante da parte del partner, limitando la libertà e l'autonomia della persona coinvolta. La gelosia e l'insicurezza manifestate attraverso il disappunto per l'interazione con altre persone possono danneggiare la fiducia e la salute della relazione.",1,1(0),D(0),0,0,0(1),0(E),1 1(0) D(0) 0 0 0(1) 0(E),1 1 D 0 0 0 0,
1,Dice que me miente porque siempre me estoy enfadando.,Dice di mentirmi perché mi arrabbio sempre.,"Questa frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. In particolare, si crea un circolo vizioso di mancanza di fiducia e paura di esprimere se stessi. Si impone una pressione emotiva sulla persona che si sente obbligata a nascondere la verità per evitare conflitti.",1,1(0),C(0),0,0,0(1),0(E),1 1(0) C(0) 0 0 0(1) 0(E),1 1 C 0 0 0 0,
1,Mi amiga no puede subir videos a tik tok porque su pareja no le deja,La mia amica non può postare video su TikTok perché il suo ragazzo non glielo permette.,"Questa frase è tossica perché è un esempio di violenza cyber di tipo cyber stalking, monitoraggio e controllo. Viene usata la tecnologia per avere informazioni sul proprio partner alimentando dinamiche che creano o aumentano controllo all’interno della relazione. In particolare, evidenzia un rapporto controllante e privo di rispetto reciproco. Impedire al partner di esprimersi su TikTok implica un controllo eccessivo sulle sue azioni e interessi personali, negandogli l'autonomia e la libertà di esprimersi.",1,0,0,1,C,0(1),0(D),1 0 0 1 C 0(1) 0(D),1 0 0 1 C 0 0,
1,El novio de mi amiga le dijo No eres nadie sin mí,Il ragazzo della mia amica le ha detto che non è nessuno senza di lui.,"Questa frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, suggerisce che il valore del proprio partner dipenda interamente dall'altra persona, creando dipendenza emotiva e auto-stima condizionata. Inoltre, implica un senso di superiorità da parte di colui che la pronuncia, sottolineando un controllo e un potere sulla vita e sull'identità dell'altra persona.",1,1(0),C(0),0,0,1,E,1 1(0) C(0) 0 0 1 E,1 1 C 0 0 1 E,
1,Me mira mal por mi forma de vestir,Mi guarda male per come mi vesto.,"Questa frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. In particolare, è presente un atteggiamento di controllo e giudizio nell'ambito della relazione. Criticare il modo in cui una persona si veste è una forma di manipolazione che mina l'autostima e la libertà individuale. Può creare un ambiente in cui la persona si sente costantemente giudicata e non accettata per chi è veramente.",1,1(0),C(0),0,0,0(1),0(E),1 1(0) C(0) 0 0 0(1) 0(E),1 1 C 0 0 0 0,
1,"Me has hecho mucho daño, no me lo merecía","Mi hai fatto molto male, non lo meritavo.","Questa frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. In particolare, si riversa la responsabilità emotiva completamente sull'altro, negando qualsiasi coinvolgimento o responsabilità personale. Questo atteggiamento può alimentare un senso di colpa ingiustificato nell'altra persona e impedisce una comunicazione costruttiva e rispettosa.",1,1(0),C(0),0,0,0(1),0(E),1 1(0) C(0) 0 0 0(1) 0(E),1 1 C 0 0 0 0,
1,Deberías estar avergonzad/a despues de lo que has hecho,Dovresti vergognarti per quello che hai fatto.,"Questa frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, intimare a qualcuno di vergognarsi per le proprie azioni crea un clima di colpa e auto-denigrazione, anziché promuovere una comunicazione aperta e costruttiva.",1,1(0),C(0),0,0,1,E,1 1(0) C(0) 0 0 1 E,1 1 C 0 0 1 E,
1,Tú tienes la culpa de que yo te haya insultado,È colpa tua se ti ho insultato.,"Questa frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. Inoltre, la comunicazione è aggressiva perché rivela un attacco in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, trasferisce la responsabilità delle azioni dannose da parte di chi insulta alla vittima stessa, minimizzando la responsabilità del perpetratore e inducendo la vittima a sentirsi in colpa per comportamenti che non ha causato.",1,1(0),C(0),0,0,1,E,1 1(0) C(0) 0 0 1 E,1 1 C 0 0 1 E,
1,"Un muchacho le dice a su pareja que le gustaría que le comprara un perfume. Cuando su pareja lo compra, el chico le dice que ya no lo quiere porque no ha sido un regalo espontáneo.","Un ragazzo dice alla sua compagna che gli piacerebbe che gli comprasse un profumo. Quando la sua compagna glielo compra, il ragazzo le dice che non lo vuole più perché non è stato un regalo spontaneo.","Questa frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. In particolare, si dimostra un atteggiamento manipolativo e ingrato all'interno della relazione. Il ragazzo fa pressioni sulla compagna per ottenere ciò che desidera, ma quando ottiene il suo desiderio, cambia idea, creando una situazione in cui la compagna si sente in colpa e non apprezzata.",1,1(0),C(0),0,0,0(1),0(E),1 1(0) C(0) 0 0 0(1) 0(E),1 1 C 0 0 0 0,
1,"Ahora no te necesito, hubieras estado cuando te dije","Ora non mi servi, avresti dovuto esserci stato quando te l'ho detto.","Questa frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. In particolare, si dimostra un approccio egoistico e manipolativo all'interno della relazione, suggerendo che il valore di una persona dipende unicamente dalla sua disponibilità nel momento desiderato e ignorando le sue esigenze e la sua autonomia. Inoltre, crea sensi di colpa e inadeguatezza nell'altra persona, minando la fiducia e il rispetto reciproci.",1,1(0),C(0),0,0,0(1),0(E),1 1(0) C(0) 0 0 0(1) 0(E),1 1 C 0 0 0 0,
1,Así nadie te querrá,Così nessuno ti vorrà.,"Questa frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. Inoltre, la comunicazione è aggressiva perché rivela un attacco in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, mina l'autostima e la fiducia della persona a cui è rivolta. Implica che il valore di qualcuno dipenda dall'approvazione degli altri, alimentando insicurezze e dipendenza emotiva.",1,1(0),C(0),0,0,1,E,1 1(0) C(0) 0 0 1 E,1 1 C 0 0 1 E,
1,Con esa actitud y personalidad no seras nadie,Con questo atteggiamento e questa personalità non sarai nessuno.,"Questa frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. Inoltre, la comunicazione è aggressiva perché rivela un attacco in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, mina l'autostima e l'identità dell'altro partner, imponendo un giudizio negativo basato su caratteristiche personali o comportamenti. Indica un atteggiamento manipolativo che cerca di controllare o modellare il comportamento dell'altro attraverso minacce o critiche dannose.",1,1(0),C(0),0,0,1,E,1 1(0) C(0) 0 0 1 E,1 1 C 0 0 1 E,
1,Si no vuelves conmigo haré una locura de la que tú serás la responsable,"Se non torni con me, farò qualcosa di folle di cui tu sarai responsabile.","Questa frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte e minacciosa. In particolare, minaccia comportamenti dannosi o pericolosi in risposta alla fine della relazione, cercando di costringere l'altra persona a rimanere in una situazione indesiderata per evitare conseguenze negative. Mette in atto un controllo emotivo manipolativo e può generare paura e stress nell'altra persona.",1,1(0),C(0),0,0,1,D,1 1(0) C(0) 0 0 1 D,1 1 C 0 0 1 D,
1,Si ne uvieras hecho caso desde un principio no uvieramos llegado a esto,"Se mi avessi ascoltato dall'inizio, non saremmo arrivati a questo.","Questa frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. In particolare, implica un atteggiamento accusatorio e di colpa. Mette il partner sotto pressione facendolo sentire responsabile per la situazione negativa, trascurando il fatto che le relazioni richiedono comunicazione e compromessi reciproci.",1,1(0),C(0),0,0,0(1),0(E),1 1(0) C(0) 0 0 0(1) 0(E),1 1 C 0 0 0 0,
0,mi amiga sube las fotos que le gustan sin importar lo que opine lo demas,La mia amica pubblica le foto che le piacciono senza preoccuparsi di cosa pensano gli altri.,,0,0,0,1,C,0,0,,,
0,salgo a la calle sin miedo a que me digan cosas,Esco per strada senza paura che mi dicano qualcosa.,,0,1(0),D(0),0,0,1,E(D),,,
0,no me controla cuando salgo con mis amigas,Non mi controlla quando esco con le mie amiche.,,0,0,0,1,C,0,0,,,
0,Puedo tener  relaciones con quien yo quiera,Posso avere relazioni con chi mi pare e piace.,,0,1(0),D(0),0,0,0,0,,,
0,Hablo con amigos y a mi novio no le importa,Al mio ragazzo non importa se parlo con i miei amici.,,0,1(0),D(0),0,0,0,0,,,
0,Puedo opinar de cualquier cosa,Posso esprimere un'opinione su qualsiasi cosa.,,0,1(0),D(0),0,0,0(1),0(D),,,
0,Puedo mirar a mis amigos o a desconocidos sin que mi pareja me diga nada,Posso guardare i miei amici o sconosciuti senza che il mio compagno mi dica nulla.,,0,1(0),D(0),0,0,0,0,,,
0,mi pareja puede salir con quien quiera,Il mio compagno può uscire con chiunque voglia.,,0,1(0),D(0),0,0,0,0,,,
0,si me pasa algo lo cuento para que me ayuden,"Se ho qualche problema, lo racconto per avere aiuto.",,0,1(0),C(0),0,0,0(1),0(D),,,
0,le caen bien mis amigas,Le mie amiche piacciono al mio compagno.,,0,0,0,0,0,0,0,,,
0,puedo ser sincera sin miedo a lo que vendrá después,Posso essere sincera senza paura delle conseguenze.,,0,0,0,0,0,1,D,,,
0,subo video bailando y a el le gusta ,Carico un video mentre ballo  e a lui piace.,,0,0,0,1,C,0,0,,,
0,puedes triunfar por si sola,Posso farcela da sola.,,0,0,0,0,0,0,0,,,
0,visto como me gusta,Mi vesto come mi pare.,,0,1(0),D(0),0,0,0,0,,,
0,no te hace sentir culpable,Non mi fa sentire colpevole.,,0,1(0),C(0),0,0,0(1),0(D),,,
0,el no la minimiza,Non minimizza.,,0,0,0,0,0,1,B(D),,,
0,me quiero tal y como soy,Mi piaccio così come sono.,,0,0,0,0,0,0,0,,,
0,asumo la consecuencia de mis actos,Accetto le conseguenze delle mie azioni.,,0,0,0,0,0,0,0,,,
0,me agradece los detalles que tengo con el ,Mi ringrazia per le attenzioni che ho per lui.,,0,1(0),D(0),0,0,0(1),0(D),,,
0,te ayudo cuando puedo,Ti aiuto quando posso.,,0,0,0,0,0,0,0,,,
0,me quiero como soy,Mi piaccio per come sono.,,0,0,0,0,0,0,0,,,
0,me gusta mi personalidad ,Mi piace la mia personalità.,,0,0,0,0,0,0,0,,,
0,confío en mí y en mis maneras de hacer las cosas,Ho fiducia in me e nei miei modi di fare.,,0,0,0,0,0,0,0,,,
0,hablamos y me comprende con las decisiones que tomamos mirando el bien para los dos,Parliamo e capisce le decisioni che prendiamo per il bene di entrambi.,,0,0,0,0,0,0(1),0(D),,,
0,me doy la oportunidad de conocer a gente ,Mi dò l'opportunità di conoscere persone nuove.,,0,1(0),D(0),0,0,0,0,,,
0,aunque me cueste sé que lo lograré,"Anche se è difficile, so che ci riuscirò.",,0,0,0,0,0,0,0,,,
0,confío en lo que me merezco,Ho fiducia di avere ciò che merito.,,0,0,0,0,0,0,0,,,
0,nos comprendemos,Ci capiamo.,,0,0,0,0,0,0(1),0(D),,,
1,No le dejan hacer lo que quiera ni salir con mis amigas,Non le permette di fare ciò che vuole o di uscire con le sue amiche.,"Questa frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio e controllo che comporta una serie di attenzioni e comunicazioni ricorrenti e non volute che creano paura o apprensione riguardo la salvaguardia del proprio partner. In particolare, denota un atteggiamento possessivo e controllante all'interno della relazione, privando la persona della sua autonomia e libertà individuale.",1,1(0),D(0),0,0,0(1),0(E),1 1(0) D(0) 0 0 0(1) 0(E),1 1 D 0 0 0 0,
1,No dejan que sus novias usen redes sociales,Non permette alla sua fidanzata di usare i social media.,"Questa frase è tossica perché è un esempio di violenza cyber di tipo cyber stalking, monitoraggio e controllo. Viene usata la tecnologia per avere informazioni sul proprio partner alimentando dinamiche che creano o aumentano controllo all’interno della relazione. Evidenzia un comportamento coercitivo e possessivo all'interno della relazione. Limitare l'accesso ai social media implica un controllo eccessivo sulla vita digitale del partner, privandolo di un mezzo comune di comunicazione e connessione sociale. Questo comportamento può portare a isolamento, riduzione dell'autostima e alla creazione di dipendenza emotiva nei confronti del partner controllante.",1,0,0,1,C,0(1),0(D),1 0 0 1 C 0(1) 0(D),1 0 0 1 C 0 0,
1,No le gusta que se vaya con sus amigos a una fiesta,Non le piace che lui vada a una festa con i suoi amici.,"Questa frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio e controllo che comporta una serie di attenzioni e comunicazioni ricorrenti e non volute che creano paura o apprensione riguardo la salvaguardia del proprio partner. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, evidenzia un atteggiamento possessivo e controllante. Limitare la libertà di una persona di partecipare a eventi sociali con i propri amici può generare tensioni e frustrazioni nella relazione.",1,1(0),D(0),0,0,0(1),0(E),1 1(0) D(0) 0 0 0(1) 0(E),1 1 D 0 0 0 0,
1,No me gusta que tengas tantos amigos en instagram,Non mi piace che tu abbia così tanti amici su Instagram.,"Questa frase è tossica perché è un esempio di violenza cyber di tipo cyber stalking, monitoraggio e controllo. Viene usata la tecnologia per avere informazioni sul proprio partner alimentando dinamiche che creano o aumentano controllo all’interno della relazione. In particolare, evidenzia un atteggiamento di gelosia nei confronti della vita sociale online del partner implicando una mancanza di fiducia e un desiderio di controllare le interazioni del partner, minando la sua libertà e autonomia.",1,0,0,1,C,0(1),0(D),1 0 0 1 C 0(1) 0(D),1 0 0 1 C 0 0,
1,Con quien estás hablando que estás en línea y no es conmigo,Con chi stai parlando dato che sei online ma non stai parlando con me?,"Questa frase è tossica perché è un esempio di violenza cyber di tipo cyber stalking, monitoraggio e controllo. Viene usata la tecnologia per avere informazioni sul proprio partner alimentando dinamiche che creano o aumentano controllo all’interno della relazione. In particolare, impone un senso di possessività esclusiva sulla comunicazione online, ignorando il diritto del partner di avere altre interazioni sociali e spazi personali.",1,0,0,1,C,0(1),0(D),1 0 0 1 C 0(1) 0(D),1 0 0 1 C 0 0,
1,no me gusta que hable con chicas que han sido su novia anteriormente a mi,Non mi piace che parli con le tue ex.,"Questa frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio e controllo che comporta una serie di attenzioni e comunicazioni ricorrenti e non volute che creano paura o apprensione riguardo la salvaguardia del proprio partner. In particolare, limitare il contatto con le ex suggerisce mancanza di fiducia nel proprio partner e una percezione distorta delle interazioni passate. Questo atteggiamento può generare tensioni e ostacolare la comunicazione aperta e fiduciosa tra i partner.",1,1(0),D(0),0,0,0(1),0(D),1 1(0) D(0) 0 0 0(1) 0(D),1 1 D 0 0 0 0,
1,el novio de mi amiga no le deja ponerse ropa corta o con algun tipo de escote,Il ragazzo della mia amica non le permette di indossare abiti corti o con scollature.,"Questa frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio e controllo che comporta una serie di attenzioni e comunicazioni ricorrenti e non volute che creano paura o apprensione riguardo la salvaguardia del proprio partner.",1,1(0),D(0),0,0,0,0,1 1(0) D(0) 0 0 0 0,1 1 D 0 0 0 0,
1,una mujer no esta cualificada para hacer ciertas cosas ,Una donna non è qualificata per fare certe cose.,"Questa frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. Inoltre, la comunicazione è aggressiva perché rivela un attacco in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico.  In particolare, perpetua stereotipi di genere e discriminazione, negando il valore e le capacità delle donne in ambiti specifici. Rafforzando l'idea che il genere determini le competenze, questa affermazione limita le opportunità e il potenziale delle donne, contribuendo a una cultura di disuguaglianza e oppressione.",1,1(0),C(0),0,0,1,E,1 1(0) C(0) 0 0 1 E,1 1 C 0 0 1 E,
1,no le gusta que siga a niños que no conozco y mucho menos que hable con ellos,Non gli piace che segua ragazzi che non conosce e ancora di più che parli con loro.,"Questa frase è tossica perché è un esempio di violenza cyber di tipo cyber stalking, monitoraggio e controllo. Viene usata la tecnologia per avere informazioni sul proprio partner alimentando dinamiche che creano o aumentano controllo all’interno della relazione. In particolare, evidenzia un comportamento geloso e possessivo da parte del partner, che cerca di controllare le azioni e le relazioni della persona coinvolta. Limitare la libertà di interagire con altre persone, soprattutto quando si tratta di contatti innocui, può portare a sentimenti di isolamento e oppressione.",1,0,0,1,C,0(1),0(D),1 0 0 1 C 0(1) 0(D),1 0 0 1 C 0 0,
1,tiene que poner la ultima hora de conexión para ver a la hora que se conecta y se desconecta,Deve mettere l'ora dell'ultimo accesso per far vedere quando si connette e si disconnette.,"Questa frase è tossica perché è un esempio di violenza cyber di tipo cyber stalking, monitoraggio e controllo. Viene usata la tecnologia per avere informazioni sul proprio partner alimentando dinamiche che creano o aumentano controllo all’interno della relazione. In particolare, evidenzia un'eccessiva ossessione per il controllo e la sorveglianza nell'ambito della comunicazione online. Imporre il monitoraggio dell'orario degli accessi crea un clima di sfiducia e mancanza di privacy, minando la fiducia reciproca all'interno della relazione. Questo comportamento può generare ansia, stress e tensioni, compromettendo il benessere emotivo e la salute della relazione.",1,0,0,1,C,0(1),0(D),1 0 0 1 C 0(1) 0(D),1 0 0 1 C 0 0,
1,controla tus gastos personales,Controlla le tue spese personali.,"Questa frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio e controllo che comporta una serie di attenzioni e comunicazioni ricorrenti e non volute che creano paura o apprensione riguardo la salvaguardia del proprio partner. In particolare, denota un'eccessiva intrusione nella sfera personale e finanziaria del partner. Implica un atteggiamento di dominio e controllo sulle decisioni individuali, privando la persona della propria autonomia e responsabilità finanziaria.",1,1(0),D(0),0,0,0(1),0(E),1 1(0) D(0) 0 0 0(1) 0(E),1 1 D 0 0 0 0,
1,hace lo posible por quitarle mérito a tus logros,Fa di tutto per sminuire i tuoi successi.,"Questa frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, evidenzia un comportamento manipolativo e dannoso che mina l'autostima del partner. Sminuire i successi dell'altro può generare sentimenti di inferiorità e insicurezza, creando un ambiente tossico e disfunzionale all'interno della relazione.",1,1(0),C(0),0,0,1,E,1 1(0) C(0) 0 0 1 E,1 1 C 0 0 1 E,
1,cuando discutimos siempre tengo que decir yo tengo la culpa,"Quando litighiamo, devo sempre ammettere che è colpa mia.","Questa frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, si promuove un ambiente relazionale disuguale e poco sano, dove uno dei partner viene costretto a prendersi la responsabilità per tutti i conflitti, anche se non è necessariamente colpevole. Tale dinamica crea squilibri di potere e contribuisce a un clima di manipolazione e mancanza di rispetto reciproco, compromettendo la fiducia e l'equilibrio nella relazione.",1,1,C,0,0,0(1),0(D),1 1 C 0 0 0(1) 0(D),1 1 C 0 0 0 0,
0,ella hace lo que quiere y sale con mis amigas sin tener que pedir permiso,Lei fa quello che vuole ed esce con le sue amiche senza dover chiedere il permesso.,,0,1(0),D(0),0,0,0,0,,,
0,tengo redes sociales y mi pareja no se mete en eso,Ho i social media e il mio compagno non si intromette.,,0,0,0,1,C,0,0,,,
0,Tengo novio y voy a fiestas sin él,Ho un fidanzato e vado alle feste senza di lui.,,0,1(0),D(0),0,0,0,0,,,
0,no le importa que tenga amigos en instagram,Non gli importa che abbia amici su Instagram.,,0,0,0,1,C,0,0,,,
0,me deja hablar con quien quiera sin controlarme ,Posso parlare con chiunque senza essere controllata.,,0,0,0,1,C,0,0,,,
0,no le molesta que hable con mi ex novio,Non gli dà fastidio che parli con il mio ex.,,0,0,0,1,C,0,0,,,
0,no me dice que no me puedo poner,Non mi dice cosa non devo indossare.,,0,1(0),D(0),0(1),0(C),0,0,,,
0,no me discrimina y me apoya en todo,Non mi discrimina e mi sostiene in ogni cosa.,,0,1,C,0,0,0,0,,,
0,me deja seguir y dar me gusta a personas sin que se moleste,Posso seguire e mettere mi piace a chi voglio senza che si arrabbi.,,0,0,0,1,C,0,0,,,
0,no me controla ,Non mi controlla.,,0,1(0),D(0),1,C,0,0,,,
0,me deja salir con quien yo quiera sin meter mierda de nadie,Mi lascia uscire con chi voglio senza litigare con nessuno.,,0,1(0),D(0),0(1),0(C),0,0,,,
